UDI;Product ID;Type;Air temperature [K];Process temperature [K];Rotational speed [rpm]
2610;L49789;L;299.4;309.2;1621
2611;H32024;H;299.4;309.1;1547
2612;L49791;L;299.4;309.1;1957
2613;L49792;L;299.4;309.1;2421
2614;M17473;M;299.3;309.1;1571
2615;L49794;L;299.3;309.1;1634
2616;L49795;L;299.3;309;1516
2617;L49796;L;299.4;309.1;1207
2618;L49797;L;299.4;309.1;1670
2619;M17478;M;299.4;309.1;1461
2620;L49799;L;299.4;309.2;1569
2621;L49800;L;299.4;309.2;1556
2622;M17481;M;299.5;309.3;1506
2623;M17482;M;299.6;309.4;1642
2624;M17483;M;299.6;309.4;1283
2625;H32038;H;299.7;309.5;1375
2626;L49805;L;299.7;309.4;1399
2627;L49806;L;299.7;309.4;1650
2628;M17487;M;299.8;309.6;1346
2629;H32042;H;299.9;309.6;1410
2630;L49809;L;300.0;309.7;1586
2631;L49810;L;300.0;309.8;1372
2632;H32045;H;300.0;309.7;1529
2633;M17492;M;300.0;309.7;1652
2634;L49813;L;300.1;309.8;1532
2635;L49814;L;300.0;309.7;1554
2636;H32049;H;299.9;309.6;1462
2637;L49816;L;299.9;309.6;1254
2638;L49817;L;299.9;309.6;1294
2639;L49818;L;299.8;309.5;1739
2640;M17499;M;299.8;309.4;1412
2641;M17500;M;299.9;309.5;1372
2642;H32055;H;299.8;309.5;1420
2643;L49822;L;299.8;309.5;1542
2644;M17503;M;299.8;309.4;1401
2645;L49824;L;299.8;309.4;1510
2646;H32059;H;299.9;309.5;1547
2647;M17506;M;299.8;309.5;1453
2648;L49827;L;299.8;309.4;1408
2649;L49828;L;299.8;309.4;1436
2650;M17509;M;299.9;309.5;1582
2651;L49830;L;299.9;309.6;1280
2652;L49831;L;299.9;309.5;2008
2653;L49832;L;299.9;309.5;1772
2654;L49833;L;299.9;309.5;1779
2655;L49834;L;299.9;309.5;1567
2656;M17515;M;299.8;309.4;1751
2657;L49836;L;299.9;309.5;1349
2658;M17517;M;300.0;309.5;1425
2659;L49838;L;300.0;309.4;1395
2660;H32073;H;299.8;309.3;1595
2661;L49840;L;299.8;309.3;1291
2662;M17521;M;299.9;309.4;1509
2663;M17522;M;299.9;309.4;1483
2664;L49843;L;299.9;309.3;1620
2665;M17524;M;299.9;309.4;1487
2666;L49845;L;299.8;309.4;2256
2667;H32080;H;299.7;309.2;1691
2668;M17527;M;299.8;309.3;1663
2669;M17528;M;299.8;309.3;1640
2670;H32083;H;299.7;309.3;1494
2671;L49850;L;299.8;309.4;1467
2672;M17531;M;299.7;309.3;1399
2673;L49852;L;299.7;309.3;1445
2674;L49853;L;299.8;309.4;1480
2675;L49854;L;299.7;309.3;1546
2676;L49855;L;299.7;309.3;1574
2677;L49856;L;299.7;309.3;1592
2678;L49857;L;299.8;309.5;1495
2679;L49858;L;299.8;309.6;1447
2680;L49859;L;299.8;309.5;1476
2681;L49860;L;299.8;309.5;1641
2682;L49861;L;299.8;309.5;1545
2683;M17542;M;299.9;309.6;1364
2684;L49863;L;299.8;309.5;1590
2685;L49864;L;299.8;309.4;1460
2686;L49865;L;299.8;309.4;1609
2687;L49866;L;299.8;309.4;1633
2688;L49867;L;299.9;309.4;1348
2689;L49868;L;299.9;309.4;1322
2690;L49869;L;300.0;309.5;1641
2691;L49870;L;300.0;309.5;1728
2692;L49871;L;300.0;309.6;1431
2693;L49872;L;300.1;309.7;1641
2694;M17553;M;300.1;309.6;1622
2695;M17554;M;300.1;309.6;1625
2696;L49875;L;300.0;309.5;1869
2697;L49876;L;300.0;309.6;1452
2698;L49877;L;300.0;309.6;1618
2699;L49878;L;300.0;309.4;2010
2700;L49879;L;299.9;309.4;1363
2701;L49880;L;299.9;309.3;1473
2702;L49881;L;299.9;309.2;1333
2703;L49882;L;299.8;309.2;1760
2704;M17563;M;299.8;309.2;1372
2705;M17564;M;299.7;309.2;1608
2706;L49885;L;299.7;309.2;1326
2707;M17566;M;299.6;309.1;1560
2708;M17567;M;299.6;309;1539
2709;L49888;L;299.6;309.1;2266
2710;L49889;L;299.6;309.1;1641
2711;L49890;L;299.6;309.1;1574
2712;L49891;L;299.6;309.1;1407
2713;H32126;H;299.7;309.2;1302
2714;M17573;M;299.6;309.2;1651
2715;M17574;M;299.6;309.1;1366
2716;M17575;M;299.5;309;1701
2717;L49896;L;299.5;309;1498
2718;M17577;M;299.5;309.1;1422
2719;L49898;L;299.5;309.1;1357
2720;L49899;L;299.5;309.2;1690
2721;L49900;L;299.6;309.2;1559
2722;M17581;M;299.6;309.3;1553
2723;L49902;L;299.6;309.3;1558
2724;L49903;L;299.7;309.4;1362
2725;M17584;M;299.8;309.3;1470
2726;L49905;L;299.8;309.4;1555
2727;M17586;M;299.8;309.4;1423
2728;L49907;L;299.7;309.3;1434
2729;L49908;L;299.7;309.3;1779
2730;L49909;L;299.7;309.3;1417
2731;L49910;L;299.6;309.2;1425
2732;M17591;M;299.7;309.2;1597
2733;L49912;L;299.7;309.2;1346
2734;L49913;L;299.7;309.2;1422
2735;H32148;H;299.7;309.2;1572
2736;L49915;L;299.7;309.2;1412
2737;M17596;M;299.7;309.1;1576
2738;M17597;M;299.7;309.1;1508
2739;M17598;M;299.8;309.1;1496
2740;L49919;L;299.8;309.2;1572
2741;L49920;L;299.6;309;1525
2742;L49921;L;299.6;309;1378
2743;L49922;L;299.6;309.1;1369
2744;L49923;L;299.6;309.1;1476
2745;L49924;L;299.7;309.2;1620
2746;M17605;M;299.7;309.1;1603
2747;L49926;L;299.7;309.2;1411
2748;L49927;L;299.7;309.2;1616
2749;L49928;L;299.7;309.2;1631
2750;M17609;M;299.7;309.2;1685
2751;H32164;H;299.7;309.2;1456
2752;L49931;L;299.7;309.1;1417
2753;M17612;M;299.7;309.1;1851
2754;L49933;L;299.7;309.1;1715
2755;H32168;H;299.6;309.1;1630
2756;L49935;L;299.7;309.2;1478
2757;L49936;L;299.7;309.2;1781
2758;L49937;L;299.8;309.2;1439
2759;M17618;M;299.7;309.2;1412
2760;L49939;L;299.7;309.1;1483
2761;L49940;L;299.8;309.2;1400
2762;L49941;L;299.8;309.3;1299
2763;L49942;L;299.8;309.2;1479
2764;L49943;L;299.8;309.2;1491
2765;M17624;M;299.9;309.3;1389
2766;M17625;M;299.9;309.4;1399
2767;M17626;M;299.9;309.4;1889
2768;L49947;L;300.0;309.5;1925
2769;L49948;L;300.0;309.5;1675
2770;M17629;M;300.0;309.6;1477
2771;L49950;L;300.0;309.6;1364
2772;L49951;L;299.9;309.5;1451
2773;L49952;L;299.9;309.4;1467
2774;L49953;L;299.9;309.4;1858
2775;L49954;L;300.1;309.4;1559
2776;L49955;L;300.1;309.4;1560
2777;L49956;L;300.1;309.4;1453
2778;L49957;L;300.1;309.4;1464
2779;L49958;L;300.0;309.4;1308
2780;L49959;L;300.1;309.5;1353
2781;M17640;M;300.2;309.6;1556
2782;L49961;L;300.2;309.5;2183
2783;M17642;M;300.2;309.6;1491
2784;M17643;M;300.2;309.6;1528
2785;L49964;L;300.2;309.6;1430
2786;L49965;L;300.2;309.5;1495
2787;M17646;M;300.2;309.5;1630
2788;M17647;M;300.3;309.6;1524
2789;L49968;L;300.3;309.6;1326
2790;H32203;H;300.3;309.5;1438
2791;L49970;L;300.4;309.6;1356
2792;H32205;H;300.4;309.6;1416
2793;L49972;L;300.4;309.7;1584
2794;L49973;L;300.3;309.6;1597
2795;L49974;L;300.4;309.6;1553
2796;M17655;M;300.3;309.5;1405
2797;L49976;L;300.2;309.5;1539
2798;M17657;M;300.3;309.6;1398
2799;L49978;L;300.3;309.6;1568
2800;L49979;L;300.3;309.6;1404
2801;M17660;M;300.2;309.5;1500
2802;M17661;M;300.2;309.5;1642
2803;M17662;M;300.3;309.6;1509
2804;L49983;L;300.2;309.5;1343
2805;L49984;L;300.1;309.5;1450
2806;L49985;L;300.0;309.4;1460
2807;L49986;L;300.0;309.3;1364
2808;M17667;M;299.9;309.3;1452
2809;L49988;L;299.9;309.3;1471
2810;L49989;L;299.9;309.2;1598
2811;L49990;L;299.8;309.1;1772
2812;L49991;L;299.9;309.2;1761
2813;M17672;M;300.0;309.3;1413
2814;L49993;L;300.0;309.3;1887
2815;L49994;L;300.0;309.3;1395
2816;M17675;M;300.1;309.4;1569
2817;L49996;L;300.1;309.4;1434
2818;L49997;L;300.2;309.5;1417
2819;L49998;L;300.2;309.5;1729
2820;L49999;L;300.2;309.5;1356
2821;L50000;L;300.2;309.5;1436
2822;M17681;M;300.3;309.6;1419
2823;L50002;L;300.3;309.6;1593
2824;M17683;M;300.3;309.5;1320
2825;M17684;M;300.3;309.5;1448
2826;L50005;L;300.3;309.4;1470
2827;M17686;M;300.3;309.4;1612
2828;L50007;L;300.4;309.4;1412
2829;M17688;M;300.4;309.4;1875
2830;L50009;L;300.3;309.3;1612
2831;M17690;M;300.4;309.3;1411
2832;M17691;M;300.3;309.2;1490
2833;M17692;M;300.4;309.3;1467
2834;L50013;L;300.3;309.2;1807
2835;L50014;L;300.3;309.1;1368
2836;L50015;L;300.3;309.2;1572
2837;M17696;M;300.3;309.1;1458
2838;L50017;L;300.3;309.1;1699
2839;L50018;L;300.3;309.3;1478
2840;M17699;M;300.4;309.4;1362
2841;H32254;H;300.4;309.4;1487
2842;L50021;L;300.3;309.4;1705
2843;L50022;L;300.3;309.3;1345
2844;L50023;L;300.3;309.2;1532
2845;L50024;L;300.3;309.2;1650
2846;L50025;L;300.3;309.2;1398
2847;L50026;L;300.3;309.2;1412
2848;L50027;L;300.4;309.3;1525
2849;M17708;M;300.3;309.3;1391
2850;L50029;L;300.4;309.3;1766
2851;L50030;L;300.4;309.3;1671
2852;L50031;L;300.5;309.3;1373
2853;M17712;M;300.5;309.4;1347
2854;M17713;M;300.5;309.3;1539
2855;L50034;L;300.5;309.3;1470
2856;L50035;L;300.5;309.3;1528
2857;H32270;H;300.5;309.3;1471
2858;M17717;M;300.4;309.2;1528
2859;L50038;L;300.5;309.3;1417
2860;L50039;L;300.6;309.4;1549
2861;H32274;H;300.6;309.4;1463
2862;L50041;L;300.7;309.5;1479
2863;L50042;L;300.6;309.5;1867
2864;L50043;L;300.6;309.4;1471
2865;H32278;H;300.6;309.4;1380
2866;H32279;H;300.7;309.7;1623
2867;L50046;L;300.8;309.7;1997
2868;H32281;H;300.7;309.6;1390
2869;L50048;L;300.8;309.7;1418
2870;L50049;L;300.8;309.7;1519
2871;M17730;M;300.8;309.7;1519
2872;M17731;M;300.7;309.6;1536
2873;L50052;L;300.8;309.6;1680
2874;H32287;H;300.6;309.4;1555
2875;L50054;L;300.6;309.5;1471
2876;M17735;M;300.5;309.4;1877
2877;M17736;M;300.5;309.3;1578
2878;M17737;M;300.5;309.4;1655
2879;H32292;H;300.5;309.4;1502
2880;M17739;M;300.6;309.4;1367
2881;L50060;L;300.7;309.5;1541
2882;M17741;M;300.6;309.6;1588
2883;L50062;L;300.6;309.6;1684
2884;L50063;L;300.6;309.5;1437
2885;L50064;L;300.6;309.6;1409
2886;M17745;M;300.5;309.5;1320
2887;H32300;H;300.5;309.5;1635
2888;M17747;M;300.5;309.5;1691
2889;M17748;M;300.6;309.6;1365
2890;M17749;M;300.7;309.7;1523
2891;L50070;L;300.6;309.7;1593
2892;L50071;L;300.6;309.6;1682
2893;L50072;L;300.7;309.6;1329
2894;M17753;M;300.7;309.6;1568
2895;L50074;L;300.7;309.6;1733
2896;M17755;M;300.7;309.6;1473
2897;M17756;M;300.7;309.5;1633
2898;M17757;M;300.6;309.5;1530
2899;M17758;M;300.6;309.5;1550
2900;L50079;L;300.6;309.4;1410
2901;L50080;L;300.5;309.3;1574
2902;L50081;L;300.6;309.4;1425
2903;M17762;M;300.6;309.4;1541
2904;M17763;M;300.7;309.5;1733
2905;L50084;L;300.6;309.4;2496
2906;L50085;L;300.6;309.4;1552
2907;L50086;L;300.6;309.3;1409
2908;M17767;M;300.6;309.4;1581
2909;L50088;L;300.7;309.5;1251
2910;L50089;L;300.7;309.6;1500
2911;L50090;L;300.6;309.5;1576
2912;M17771;M;300.7;309.5;1352
2913;L50092;L;300.7;309.6;1661
2914;L50093;L;300.7;309.6;1541
2915;H32328;H;300.6;309.6;1888
2916;L50095;L;300.5;309.5;1255
2917;L50096;L;300.6;309.6;1411
2918;L50097;L;300.6;309.5;1516
2919;M17778;M;300.6;309.5;1492
2920;L50099;L;300.6;309.6;1726
2921;L50100;L;300.7;309.7;1598
2922;L50101;L;300.8;309.8;1657
2923;L50102;L;300.8;309.7;1481
2924;M17783;M;300.7;309.7;1397
2925;L50104;L;300.8;309.7;1461
2926;M17785;M;300.7;309.6;1388
2927;L50106;L;300.7;309.7;1507
2928;M17787;M;300.7;309.6;1421
2929;M17788;M;300.8;309.7;1258
2930;M17789;M;300.8;309.7;1482
2931;H32344;H;300.7;309.6;1403
2932;L50111;L;300.8;309.7;1373
2933;L50112;L;300.9;309.7;1460
2934;M17793;M;300.8;309.7;1751
2935;M17794;M;300.8;309.6;1546
2936;M17795;M;300.8;309.7;1680
2937;M17796;M;300.9;309.7;1394
2938;L50117;L;300.7;309.6;1810
2939;L50118;L;300.7;309.5;1479
2940;L50119;L;300.9;309.7;1431
2941;L50120;L;300.9;309.7;2355
2942;M17801;M;300.7;309.6;1996
2943;L50122;L;300.7;309.5;1461
2944;H32357;H;300.7;309.5;2007
2945;L50124;L;300.7;309.6;1505
2946;H32359;H;300.7;309.6;1925
2947;M17806;M;300.7;309.5;1622
2948;L50127;L;300.7;309.5;1592
2949;L50128;L;300.7;309.5;1850
2950;M17809;M;300.7;309.5;1470
2951;M17810;M;300.7;309.5;1445
2952;L50131;L;300.7;309.5;1685
2953;H32366;H;300.7;309.5;1667
2954;L50133;L;300.7;309.5;1578
2955;H32368;H;300.6;309.4;1691
2956;M17815;M;300.7;309.5;1439
2957;M17816;M;300.8;309.6;1404
2958;L50137;L;300.8;309.6;1498
2959;M17818;M;300.8;309.5;1481
2960;M17819;M;300.7;309.4;1589
2961;L50140;L;300.7;309.5;1467
2962;L50141;L;300.6;309.4;1654
2963;L50142;L;300.7;309.5;1508
2964;M17823;M;300.7;309.6;1439
2965;L50144;L;300.7;309.5;1692
2966;M17825;M;300.7;309.5;1838
2967;L50146;L;300.6;309.3;1601
2968;L50147;L;300.6;309.4;1369
2969;M17828;M;300.6;309.4;1312
2970;L50149;L;300.6;309.4;1468
2971;M17830;M;300.6;309.4;1452
2972;M17831;M;300.7;309.5;1393
2973;M17832;M;300.6;309.4;1432
2974;M17833;M;300.6;309.3;1510
2975;M17834;M;300.6;309.4;1521
2976;H32389;H;300.5;309.4;1360
2977;M17836;M;300.5;309.3;1881
2978;L50157;L;300.4;309.3;1413
2979;H32392;H;300.5;309.4;1642
2980;L50159;L;300.5;309.5;1542
2981;L50160;L;300.4;309.5;1447
2982;H32395;H;300.4;309.4;1530
2983;L50162;L;300.5;309.5;1795
2984;L50163;L;300.6;309.6;1290
2985;L50164;L;300.6;309.7;1639
2986;L50165;L;300.7;309.8;1596
2987;L50166;L;300.6;309.8;1455
2988;M17847;M;300.6;309.8;1659
2989;M17848;M;300.6;309.8;1532
2990;L50169;L;300.6;309.8;1502
2991;L50170;L;300.6;309.8;1688
2992;M17851;M;300.5;309.7;1341
2993;M17852;M;300.5;309.7;1685
2994;M17853;M;300.5;309.8;1370
2995;L50174;L;300.5;309.8;1461
2996;L50175;L;300.5;309.8;1550
2997;M17856;M;300.5;309.8;1508
2998;L50177;L;300.5;309.8;1345
2999;L50178;L;300.5;309.7;1616
3000;L50179;L;300.5;309.7;1395
3001;H32414;H;300.5;309.8;1324
3002;L50181;L;300.5;309.8;1445
3003;M17862;M;300.5;309.8;1555
3004;M17863;M;300.6;309.9;1449
3005;M17864;M;300.5;309.9;1466
3006;L50185;L;300.5;309.9;1503
3007;L50186;L;300.4;309.7;1488
3008;L50187;L;300.4;309.7;1314
3009;M17868;M;300.4;309.7;1547
3010;M17869;M;300.4;309.7;1466
3011;L50190;L;300.3;309.6;1537
3012;M17871;M;300.2;309.5;1434
3013;L50192;L;300.4;309.6;1432
3014;L50193;L;300.5;309.6;1390
3015;L50194;L;300.5;309.7;1580
3016;L50195;L;300.5;309.7;1589
3017;L50196;L;300.5;309.8;1441
3018;L50197;L;300.5;309.8;1305
3019;M17878;M;300.5;309.8;1566
3020;L50199;L;300.5;309.8;1379
3021;L50200;L;300.4;309.6;1543
3022;L50201;L;300.5;309.8;1421
3023;L50202;L;300.5;309.6;1760
3024;L50203;L;300.4;309.5;1711
3025;L50204;L;300.5;309.6;1465
3026;L50205;L;300.5;309.6;1366
3027;M17886;M;300.4;309.5;1888
3028;L50207;L;300.5;309.5;1777
3029;L50208;L;300.5;309.5;1379
3030;L50209;L;300.4;309.5;1525
3031;M17890;M;300.4;309.6;1563
3032;M17891;M;300.5;309.7;1389
3033;M17892;M;300.6;309.8;1447
3034;M17893;M;300.6;309.7;1934
3035;H32448;H;300.6;309.7;1470
3036;M17895;M;300.6;309.7;1428
3037;L50216;L;300.4;309.6;1319
3038;L50217;L;300.5;309.7;1887
3039;L50218;L;300.4;309.5;1349
3040;M17899;M;300.3;309.5;1665
3041;L50220;L;300.3;309.5;1474
3042;L50221;L;300.4;309.5;1543
3043;M17902;M;300.2;309.4;1459
3044;L50223;L;300.3;309.5;1551
3045;L50224;L;300.2;309.4;1981
3046;L50225;L;300.2;309.4;1526
3047;M17906;M;300.2;309.4;1501
3048;L50227;L;300.2;309.4;1558
3049;L50228;L;300.2;309.3;1532
3050;L50229;L;300.1;309.2;1326
3051;L50230;L;300.2;309.2;1431
3052;L50231;L;300.2;309.3;1366
3053;L50232;L;300.1;309.2;1421
3054;H32467;H;300.2;309.3;1506
3055;H32468;H;300.2;309.3;1342
3056;L50235;L;300.1;309.2;1427
3057;L50236;L;300.2;309.2;1667
3058;L50237;L;300.1;309.1;1400
3059;L50238;L;300.0;309;1709
3060;M17919;M;300.0;309;1368
3061;L50240;L;300.0;309.1;1882
3062;L50241;L;300.1;309.1;1353
3063;L50242;L;299.9;309;1553
3064;L50243;L;300.0;309.1;1431
3065;M17924;M;300.1;309.1;1731
3066;M17925;M;300.1;309.2;1687
3067;M17926;M;300.1;309.2;1457
3068;L50247;L;300.1;309.2;1533
3069;H32482;H;300.0;309;1622
3070;L50249;L;300.0;309.1;1791
3071;L50250;L;300.0;309.1;1631
3072;L50251;L;300.0;309;2174
3073;L50252;L;300.1;309;1314
3074;L50253;L;300.1;309.1;1478
3075;L50254;L;300.1;309.2;1783
3076;M17935;M;300.1;309.2;1385
3077;L50256;L;300.0;309.2;1444
3078;L50257;L;300.1;309.3;1841
3079;M17938;M;300.1;309.4;1349
3080;L50259;L;300.1;309.3;1340
3081;M17940;M;299.9;309.2;1539
3082;M17941;M;300.0;309.3;1932
3083;M17942;M;300.0;309.3;1407
3084;L50263;L;300.1;309.3;1712
3085;H32498;H;300.1;309.4;1329
3086;L50265;L;300.1;309.2;1441
3087;L50266;L;300.0;309.2;1610
3088;M17947;M;300.0;309.1;1474
3089;M17948;M;300.0;309.1;1624
3090;H32503;H;300.1;309.3;1520
3091;H32504;H;300.1;309.3;1448
3092;L50271;L;300.0;309.3;1558
3093;M17952;M;300.0;309.3;2293
3094;L50273;L;300.0;309.3;1397
3095;L50274;L;300.0;309.3;1972
3096;M17955;M;299.9;309.2;1574
3097;L50276;L;299.9;309.2;1560
3098;M17957;M;299.9;309.2;1353
3099;M17958;M;299.9;309.2;1389
3100;M17959;M;299.9;309.1;1513
3101;L50280;L;299.8;309.1;1578
3102;H32515;H;299.8;309;1467
3103;L50282;L;299.9;309.1;1412
3104;L50283;L;299.8;309.1;1668
3105;M17964;M;299.8;309.2;1678
3106;L50285;L;299.8;309.1;1612
3107;L50286;L;299.8;309.1;1485
3108;M17967;M;299.8;309.1;1456
3109;L50288;L;299.8;309.2;1504
3110;L50289;L;299.9;309.2;1491
3111;H32524;H;299.9;309.2;1525
3112;L50291;L;300.0;309.2;1759
3113;M17972;M;299.8;309.1;1355
3114;M17973;M;299.9;309.1;1345
3115;M17974;M;299.9;309.2;1683
3116;L50295;L;299.9;309.2;1658
3117;L50296;L;300.0;309.2;1566
3118;M17977;M;300.1;309.3;1469
3119;M17978;M;300.2;309.5;1458
3120;L50299;L;300.1;309.4;1858
3121;H32534;H;300.1;309.4;1563
3122;L50301;L;300.1;309.4;2141
3123;L50302;L;300.0;309.3;1473
3124;H32537;H;300.0;309.4;1498
3125;L50304;L;300.1;309.4;1568
3126;L50305;L;300.1;309.4;1694
3127;L50306;L;300.0;309.4;1499
3128;L50307;L;300.0;309.5;1717
3129;M17988;M;300.1;309.5;1462
3130;L50309;L;300.1;309.6;1642
3131;L50310;L;300.1;309.6;1760
3132;L50311;L;300.1;309.5;1660
3133;L50312;L;300.1;309.5;1557
3134;H32547;H;300.2;309.6;1442
3135;L50314;L;300.2;309.6;1359
3136;L50315;L;300.4;309.8;1342
3137;L50316;L;300.4;309.9;1435
3138;L50317;L;300.4;309.9;1567
3139;L50318;L;300.4;309.9;1376
3140;H32553;H;300.4;309.9;1513
3141;H32554;H;300.4;309.9;2563
3142;L50321;L;300.5;310;1521
3143;L50322;L;300.6;310;1658
3144;H32557;H;300.6;310;1419
3145;M18004;M;300.6;310;1478
3146;M18005;M;300.5;310;1415
3147;M18006;M;300.5;309.9;1780
3148;M18007;M;300.4;309.7;1440
3149;H32562;H;300.4;309.8;1448
3150;H32563;H;300.4;309.7;1500
3151;L50330;L;300.4;309.8;1513
3152;L50331;L;300.5;309.8;1428
3153;M18012;M;300.5;309.8;1473
3154;M18013;M;300.5;309.9;1483
3155;L50334;L;300.4;309.7;1534
3156;L50335;L;300.5;309.8;1367
3157;L50336;L;300.4;309.7;1467
3158;M18017;M;300.4;309.7;1488
3159;L50338;L;300.4;309.7;1679
3160;H32573;H;300.4;309.8;1409
3161;M18020;M;300.4;309.7;1367
3162;L50341;L;300.4;309.8;1314
3163;L50342;L;300.5;309.9;1480
3164;L50343;L;300.4;309.8;1549
3165;L50344;L;300.4;309.7;1685
3166;L50345;L;300.4;309.6;1536
3167;M18026;M;300.4;309.7;1539
3168;L50347;L;300.4;309.7;1384
3169;M18028;M;300.4;309.6;1614
3170;M18029;M;300.4;309.6;1675
3171;M18030;M;300.4;309.7;1685
3172;L50351;L;300.4;309.6;1386
3173;M18032;M;300.3;309.6;1488
3174;L50353;L;300.3;309.6;1624
3175;L50354;L;300.3;309.6;1600
3176;L50355;L;300.3;309.6;1468
3177;L50356;L;300.3;309.6;1435
3178;M18037;M;300.2;309.5;1564
3179;M18038;M;300.2;309.4;1329
3180;L50359;L;300.1;309.3;1570
3181;M18040;M;300.2;309.4;1433
3182;L50361;L;300.2;309.4;1527
3183;M18042;M;300.1;309.3;1443
3184;L50363;L;300.1;309.3;1616
3185;L50364;L;300.1;309.3;1654
3186;L50365;L;300.1;309.3;1685
3187;M18046;M;300.2;309.4;1456
3188;M18047;M;300.2;309.4;1752
3189;M18048;M;300.1;309.2;1438
3190;L50369;L;300.1;309.1;1551
3191;L50370;L;300.1;309.2;1599
3192;M18051;M;300.1;309.2;1732
3193;M18052;M;300.1;309.2;1418
3194;L50373;L;300.0;309.1;1401
3195;L50374;L;300.0;309;1454
3196;M18055;M;300.0;309.2;1635
3197;L50376;L;300.0;309.1;1489
3198;L50377;L;300.0;309.1;1465
3199;M18058;M;300.0;309.1;1463
3200;H32613;H;300.1;309.1;1560
3201;M18060;M;300.1;309.2;1454
3202;L50381;L;300.2;309.1;1479
3203;L50382;L;300.2;309.2;1430
3204;M18063;M;300.1;309.1;1533
3205;L50384;L;300.1;309;1404
3206;M18065;M;300.1;308.9;1548
3207;M18066;M;300.1;309;1612
3208;M18067;M;300.2;309;1642
3209;M18068;M;300.2;309.1;1406
3210;L50389;L;300.3;309.2;1587
3211;M18070;M;300.3;309.2;1364
3212;L50391;L;300.3;309.2;1462
3213;L50392;L;300.3;309.2;1649
3214;L50393;L;300.4;309.2;1752
3215;H32628;H;300.4;309.3;1396
3216;M18075;M;300.5;309.4;2179
3217;L50396;L;300.5;309.5;1653
3218;L50397;L;300.6;309.5;2025
3219;L50398;L;300.6;309.6;1426
3220;M18079;M;300.6;309.6;1503
3221;M18080;M;300.7;309.6;1525
3222;L50401;L;300.6;309.6;1423
3223;M18082;M;300.7;309.7;1435
3224;H32637;H;300.6;309.5;1495
3225;M18084;M;300.6;309.5;1557
3226;L50405;L;300.6;309.4;1474
3227;L50406;L;300.5;309.3;1465
3228;M18087;M;300.5;309.3;1589
3229;L50408;L;300.5;309.3;1475
3230;L50409;L;300.6;309.4;1442
3231;L50410;L;300.6;309.4;1556
3232;L50411;L;300.7;309.3;1425
3233;L50412;L;300.7;309.3;1580
3234;H32647;H;300.8;309.4;1474
3235;L50414;L;300.8;309.4;1489
3236;L50415;L;300.8;309.4;1946
3237;M18096;M;300.8;309.4;1342
3238;M18097;M;300.9;309.5;1758
3239;M18098;M;300.9;309.4;1724
3240;L50419;L;301.0;309.5;1430
3241;L50420;L;300.9;309.5;1612
3242;H32655;H;300.9;309.5;1469
3243;L50422;L;300.9;309.6;1384
3244;L50423;L;301.0;309.6;1724
3245;M18104;M;301.0;309.6;1397
3246;M18105;M;301.0;309.6;1588
3247;L50426;L;301.0;309.7;1468
3248;M18107;M;301.0;309.8;1594
3249;M18108;M;301.0;309.7;1511
3250;L50429;L;301.1;309.8;1493
3251;H32664;H;301.2;309.8;1709
3252;L50431;L;301.1;309.6;1501
3253;L50432;L;301.1;309.7;1668
3254;L50433;L;301.1;309.6;1502
3255;M18114;M;301.0;309.7;1288
3256;L50435;L;301.0;309.7;1491
3257;L50436;L;301.1;309.8;1519
3258;L50437;L;301.2;309.9;1984
3259;L50438;L;301.2;309.9;1643
3260;M18119;M;301.2;310;1625
3261;M18120;M;301.3;310;2068
3262;H32675;H;301.3;310.1;1469
3263;L50442;L;301.3;310.1;1558
3264;L50443;L;301.3;310;1344
3265;H32678;H;301.3;310.1;1455
3266;L50445;L;301.3;310.1;1355
3267;L50446;L;301.3;310.1;1269
3268;L50447;L;301.3;310;1550
3269;M18128;M;301.3;310.1;1525
3270;M18129;M;301.3;310;1696
3271;L50450;L;301.4;310.1;1937
3272;M18131;M;301.4;310;1689
3273;M18132;M;301.3;310;1593
3274;M18133;M;301.3;309.9;1565
3275;L50454;L;301.3;310;1665
3276;H32689;H;301.3;310;1532
3277;L50456;L;301.3;310;1438
3278;L50457;L;301.3;310.1;1531
3279;L50458;L;301.3;310;1506
3280;L50459;L;301.2;309.9;1382
3281;M18140;M;301.2;309.9;1456
3282;M18141;M;301.2;310;1445
3283;L50462;L;301.2;309.9;1515
3284;L50463;L;301.2;309.9;1449
3285;H32698;H;301.2;309.9;1362
3286;L50465;L;301.2;309.9;1687
3287;L50466;L;301.2;310;1618
3288;M18147;M;301.2;310.1;1558
3289;L50468;L;301.3;310.1;1662
3290;M18149;M;301.2;310.1;1295
3291;L50470;L;301.2;310.2;1385
3292;M18151;M;301.2;310.1;1479
3293;L50472;L;301.3;310.3;1400
3294;M18153;M;301.2;310.3;1357
3295;L50474;L;301.1;310.2;1657
3296;L50475;L;301.1;310.2;1496
3297;M18156;M;301.2;310.3;1379
3298;L50477;L;301.2;310.3;1548
3299;L50478;L;301.2;310.3;1499
3300;L50479;L;301.3;310.5;1390
3301;H32714;H;301.3;310.4;1538
3302;L50481;L;301.3;310.5;1365
3303;L50482;L;301.3;310.5;1503
3304;L50483;L;301.2;310.4;1390
3305;L50484;L;301.2;310.3;1497
3306;M18165;M;301.3;310.4;1577
3307;L50486;L;301.4;310.5;1432
3308;M18167;M;301.4;310.5;1563
3309;L50488;L;301.4;310.4;1433
3310;L50489;L;301.3;310.4;1384
