Kingdom,DNAtype,SpeciesID,Ncodons,SpeciesName,,,,,,,
vrl,0,42778,2208,Human coxsackievirus A19,,,,,,,
vrl,0,42779,2205,Human coxsackievirus A1,,,,,,,
vrl,0,42782,6625,Human coxsackievirus A20,,,,,,,
vrl,0,42783,2207,Human coxsackievirus A22,,,,,,,
vrl,0,42784,2189,Human coxsackievirus A3,,,,,,,
vrl,0,42785,2202,Human coxsackievirus A4,,,,,,,
vrl,0,42786,2192,Human coxsackievirus A5,,,,,,,
vrl,0,42787,2193,Human coxsackievirus A7,,,,,,,
vrl,0,42788,2190,Human coxsackievirus A8,,,,,,,
vrl,0,42789,4378,Human enterovirus 68,,,,,,,
vrl,0,42882,2807,Cherry virus A,,,,,,,
vrl,0,42894,1579,Khabarovsk virus,,,,,,,
vrl,0,429329,1003,Euphorbia mosaic virus - B [Mexico,,,,,,,
vrl,0,429564,1651,Euphorbia mosaic virus - A [Mexico,,,,,,,
vrl,0,429743,1574,Atlantic salmon reovirus TS,,,,,,,
vrl,0,430048,2075,Human bocavirus WLL-2,,,,,,,
bct,0,43130,10120,Onion yellow dwarf virus,,,,,,,
vrl,0,43140,5168,Mapuera virus,,,,,,,
vrl,0,43141,15794,Watermelon silver mottle virus,,,,,,,
vrl,0,432261,4078,Torque teno midi virus,,,,,,,
vrl,0,43240,12381,Bean common mosaic necrosis virus,,,,,,,
vrl,0,432587,30242,Gryllus bimaculatus nudivirus,,,,,,,
vrl,0,43358,2548,Human astrovirus 8,,,,,,,
vrl,0,434023,1137,Honeysuckle yellow vein virus-[Japan,,,,,,,
vrl,0,434026,1400,Wheat dwarf virus - Barley[Germany,,,,,,,
vrl,0,434309,2296,Saffold virus,,,,,,,
vrl,0,434490,44032,Vesicular stomatitis Indiana virus,,,,,,,
vrl,0,434614,1837,Raccoon dog coronavirus GZ43/2003,,,,,,,
vrl,0,434615,1841,Chinese ferret badger coronavirus DM95/2003,,,,,,,
vrl,0,435275,2144,Human rhinovirus QPM,,,,,,,
vrl,0,435298,1179,Pepper curly top virus,,,,,,,
vrl,0,435487,1151,Honeysuckle yellow vein mosaic virus-[Japan,,,,,,,
vrl,0,435489,1108,Honeysuckle yellow vein virus-[Japan,,,,,,,
vrl,0,435895,36466,Human herpesvirus 8 type M,,,,,,,
vrl,0,435896,38817,Human herpesvirus 8 type P,,,,,,,
vrl,0,435954,424027,Rabies virus,,,,,,,
vrl,0,436066,2808,Phlox virus S,,,,,,,
vrl,0,436447,2984,Brevicoryne brassicae picorna-like virus,,,,,,,
vrl,0,436507,48134,Bovine herpesvirus 4,,,,,,,
vrl,0,43681,1561,Spodoptera ascovirus,,,,,,,
vrl,0,437060,1105,Ageratum yellow vein Hualian virus-[Taiwan,,,,,,,
vrl,0,437061,1106,Ageratum yellow vein Hualian virus-[Taiwan,,,,,,,
vrl,0,437062,1106,Ageratum yellow vein Hualian virus-[Taiwan,,,,,,,
vrl,0,437064,1104,Ageratum yellow vein virus-[Taiwan,,,,,,,
arc,0,437444,7850,Acidianus bottle-shaped virus,,,,,,,
vrl,0,43763,3432,Redspotted grouper nervous necrosis virus,,,,,,,
vrl,0,439420,1115,Bean leaf curl Madagascar virus,,,,,,,
vrl,0,439421,1115,Tomato leaf curl Comoros virus,,,,,,,
vrl,0,439422,1090,Tomato leaf curl Anjouan virus,,,,,,,
vrl,0,439423,2231,Tobacco leaf curl Comoros virus,,,,,,,
vrl,0,439424,3457,Tomato leaf curl Antsiranana virus,,,,,,,
vrl,0,439426,1099,Tomato leaf curl Diana virus,,,,,,,
vrl,0,439427,1110,Tomato leaf curl Toliara virus,,,,,,,
vrl,0,439491,3069,Solenopsis invicta virus 2,,,,,,,
vrl,0,44017,3435,Alfuy virus,,,,,,,
vrl,0,44024,3411,Kokobera virus,,,,,,,
vrl,0,44026,6812,Sepik virus,,,,,,,
vrl,0,440266,11418,WU Polyomavirus,,,,,,,
vrl,0,44028,3274,Human papillomavirus type 74,,,,,,,
vrl,0,44088,113255,Canarypox virus,,,,,,,
vrl,0,44130,4358,Human rhinovirus 3,,,,,,,
vrl,0,44131,2151,Human rhinovirus 49,,,,,,,
vrl,0,44136,2163,Human rhinovirus 7,,,,,,,
vrl,0,44158,3744,Aura virus,,,,,,,
vrl,0,441619,26177,Canine coronavirus,,,,,,,
vrl,0,441976,1972,Asian leopard cat coronavirus Guangxi/F230/2006,,,,,,,
vrl,0,441978,1033,Chinese ferret badger coronavirus Guangxi/F247/2006,,,,,,,
vrl,0,441979,1033,Chinese ferret badger coronavirus Guangxi/F250/2006,,,,,,,
vrl,0,444180,3062,Potato virus Y strain (N)W,,,,,,,
vrl,0,44419,6895,Sindbis-like virus,,,,,,,
vrl,0,44421,1077,Lychnis ringspot virus,,,,,,,
vrl,0,444473,2075,Human bocavirus WLL-3,,,,,,,
vrl,0,445227,1773,Maize white line mosaic virus,,,,,,,
vrl,0,44560,3980,Ageratum yellow vein virus,,,,,,,
vrl,0,44561,1184,Murine type C retrovirus,,,,,,,
vrl,0,44562,3422,Pothos latent virus,,,,,,,
vrl,0,446549,2642,Lucky bamboo bacilliform virus,,,,,,,
vrl,0,447324,1102,Tomato leaf curl Philippines virus - [Laguna],,,,,,,
vrl,0,44755,3852,New York virus,,,,,,,
vrl,0,45029,15147,Bluetongue virus 16,,,,,,,
vrl,0,45030,3977,Bluetongue virus 21,,,,,,,
vrl,0,45031,7650,Bluetongue virus 23,,,,,,,
vrl,0,45032,13265,Bluetongue virus 9,,,,,,,
vrl,0,45101,2195,Human echovirus 25,,,,,,,
vrl,0,45103,4737,Oat golden stripe virus,,,,,,,
vrl,0,451127,7088,Influenza A Virus,,,,,,,
vrl,0,45218,4376,Amapari virus,,,,,,,
vrl,0,45219,6474,Guanarito virus,,,,,,,
vrl,0,45220,2136,Flexal virus,,,,,,,
vrl,0,45221,2148,Latino virus,,,,,,,
vrl,0,45222,2137,Parana virus,,,,,,,
vrl,0,45223,2101,Tamiami virus,,,,,,,
vrl,0,45224,1345,Leek white stripe virus,,,,,,,
vrl,0,45237,1609,Helminthosporium victoriae virus 190S,,,,,,,
vrl,0,45240,1666,Human papillomavirus type 68,,,,,,,
vrl,0,452660,1004,Squash leaf curl China virus - [Thailand],,,,,,,
vrl,0,452661,1585,Tomato leaf curl New Delhi virus-[cucumber,,,,,,,
vrl,0,452663,1938,Wheat dwarf virus - [Gansu Gangu],,,,,,,
vrl,0,452664,9690,Wheat dwarf virus - [Hebei Shijiazhuang],,,,,,,
vrl,0,452666,2906,Wheat dwarf virus - [Sanxi Taiyuan],,,,,,,
vrl,0,452667,5813,Wheat dwarf virus - [Sanxi Yangling],,,,,,,
vrl,0,452668,1937,Wheat dwarf virus - [Sanxi Yuncheng],,,,,,,
vrl,0,452669,3876,Wheat dwarf virus - [Yunnan Kunming],,,,,,,
vrl,0,45269,3875,Inkoo virus,,,,,,,
vrl,0,45270,3550,Tahyna virus,,,,,,,
vrl,0,452758,1086,Allamanda leaf curl virus,,,,,,,
vrl,0,45370,13688,Porcine adenovirus 5,,,,,,,
vrl,0,45408,36827,Bovine rotavirus,,,,,,,
vrl,0,45409,50860,Feline immunodeficiency virus,,,,,,,
vrl,0,454125,1093,Okra leaf curl virus-[Mali],,,,,,,
vrl,0,454126,1093,Okra yellow crinkle virus-[Mali],,,,,,,
vrl,0,454129,1115,Okra leaf curl Mali virus,,,,,,,
vrl,0,454143,1100,Sri Lankan cassava mosaic virus - India [India,,,,,,,
vrl,0,45417,56422,Rabbitpox virus,,,,,,,
vrl,0,45454,3483,Parvo-like virus,,,,,,,
vrl,0,45455,42282,Cercopithecine herpesvirus 15,,,,,,,
vrl,0,45475,2373,Dicentrarchus labrax encephalitis virus,,,,,,,
vrl,0,45617,9560,Human endogenous retrovirus K,,,,,,,
vrl,0,45659,71640,Human adenovirus type 3,,,,,,,
vrl,0,45661,3126,Banana bract mosaic virus,,,,,,,
vrl,0,45709,3366,Sabia virus,,,,,,,
vrl,0,45767,1776,San Angelo virus,,,,,,,
vrl,0,45768,1772,Serra do Navio virus,,,,,,,
vrl,0,45769,1774,South River virus,,,,,,,
vrl,0,458132,2965,Honey bee slow paralysis virus,,,,,,,
vrl,0,45999,2189,Human echovirus 27,,,,,,,
vrl,0,46015,77487,Autographa californica nucleopolyhedrovirus,,,,,,,
vrl,0,46018,8780,Human echovirus 7,,,,,,,
vrl,0,46021,162572,Paramecium bursaria Chlorella virus NY2A,,,,,,,
vrl,0,460819,537281,Measles virus,,,,,,,
vrl,0,461835,1116254,Influenza B virus,,,,,,,
vrl,0,46221,14764,Porcine circovirus,,,,,,,
vrl,0,46242,58250,Spodoptera litura NPV,,,,,,,
vrl,0,46253,1880,Bombyx mori densovirus 1,,,,,,,
vrl,0,46290,4659,Foot-and-mouth disease virus C3,,,,,,,
vrl,0,46291,2329,Foot-and-mouth disease virus C4,,,,,,,
vrl,0,46292,2330,Foot-and-mouth disease virus C5,,,,,,,
vrl,0,46339,1804,Agaricus bisporus virus 1,,,,,,,
vrl,0,46350,1362,Adeno-associated virus - 3,,,,,,,
vrl,0,46436,6038,Beet soil-borne virus,,,,,,,
vrl,0,46448,1073,Horseradish curly top virus,,,,,,,
vrl,0,46473,16399,Breda virus,,,,,,,
vrl,0,465364,16473114,Influenza A virus,,,,,,,
vrl,0,46607,7780,Andes virus,,,,,,,
vrl,0,46608,8761,Exogenous mouse mammary tumor virus,,,,,,,
vrl,0,46618,1415,Rhizoctonia solani virus 717,,,,,,,
vrl,0,46771,1893,Simian virus 12,,,,,,,
vrl,0,46839,9636,Colorado tick fever virus,,,,,,,
vrl,0,46917,3270,Papaya leaf distortion mosaic virus,,,,,,,
vrl,0,46919,2088,Whitewater Arroyo virus,,,,,,,
vrl,0,46921,1076,Human adenovirus type 13,,,,,,,
vrl,0,46922,4766,Human adenovirus type 17,,,,,,,
vrl,0,46923,1078,Human adenovirus type 20,,,,,,,
vrl,0,46925,1186,Human adenovirus type 23,,,,,,,
vrl,0,46927,1081,Human adenovirus type 25,,,,,,,
vrl,0,46928,8268,Human adenovirus type 26,,,,,,,
vrl,0,46929,1072,Human adenovirus type 27,,,,,,,
vrl,0,46930,1558,Human adenovirus type 28,,,,,,,
vrl,0,46931,1077,Human adenovirus type 29,,,,,,,
vrl,0,46932,1448,Human adenovirus type 30,,,,,,,
vrl,0,46933,1081,Human adenovirus type 32,,,,,,,
vrl,0,46934,1078,Human adenovirus type 33,,,,,,,
vrl,0,46935,1075,Human adenovirus type 39,,,,,,,
vrl,0,46936,1526,Human adenovirus type 36,,,,,,,
vrl,0,46937,1084,Human adenovirus type 42,,,,,,,
vrl,0,46938,1077,Human adenovirus type 43,,,,,,,
vrl,0,46939,1074,Human adenovirus type 44,,,,,,,
vrl,0,46941,10691,Human adenovirus type 46,,,,,,,
vrl,0,46943,1076,Human adenovirus type 38,,,,,,,
vrl,0,47000,17970,Equine rhinitis A virus,,,,,,,
vrl,0,47001,2590,Equine rhinitis B virus 1,,,,,,,
vrl,0,47047,2833,Reptile calicivirus,,,,,,,
vrl,0,47223,1090,Cotesia rubecula bracovirus,,,,,,,
vrl,0,47300,3415,Turkish sheep encephalitis virus,,,,,,,
vrl,0,47416,3657,Satsuma dwarf virus,,,,,,,
vrl,0,47418,3118,Phocid herpesvirus 1,,,,,,,
vrl,0,47501,2189,Human echovirus 13,,,,,,,
vrl,0,47502,2203,Human echovirus 14,,,,,,,
vrl,0,47503,2198,Human echovirus 15,,,,,,,
vrl,0,47504,2197,Human echovirus 16,,,,,,,
vrl,0,47505,2191,Human echovirus 17,,,,,,,
vrl,0,47506,2190,Human echovirus 18,,,,,,,
vrl,0,47507,4394,Human echovirus 19,,,,,,,
vrl,0,47508,2184,Human echovirus 20,,,,,,,
vrl,0,47509,2195,Human echovirus 21,,,,,,,
vrl,0,47510,2197,Human echovirus 24,,,,,,,
vrl,0,47511,2194,Human echovirus 26,,,,,,,
vrl,0,47512,2194,Human echovirus 29,,,,,,,
vrl,0,47513,2197,Human echovirus 31,,,,,,,
vrl,0,47514,2196,Human echovirus 32,,,,,,,
vrl,0,47515,2184,Human echovirus 33,,,,,,,
vrl,0,47516,4389,Human echovirus 3,,,,,,,
vrl,0,47669,3391,Olive latent virus 1,,,,,,,
vrl,0,47680,3462,Tree shrew adenovirus 1,,,,,,,
vrl,0,47740,2903,Groundnut rosette virus,,,,,,,
vrl,0,47838,3035,Chino del tomate virus,,,,,,,
vrl,0,47900,2203,Garlic common latent virus,,,,,,,
vrl,0,47903,2308,Strawberry vein banding virus,,,,,,,
vrl,0,47929,89478,Cercopithecine herpesvirus 8,,,,,,,
vrl,0,47985,3357,Grapevine leafroll-associated virus 1,,,,,,,
vrl,0,48540,1246,Babanki virus,,,,,,,
vrl,0,48541,1239,Buggy Creek virus,,,,,,,
vrl,0,48542,1246,Kyzylagach virus,,,,,,,
vrl,0,48543,1247,Whataroa virus,,,,,,,
vrl,0,48544,1239,Fort Morgan virus,,,,,,,
vrl,0,48981,2031,Drosophila x virus,,,,,,,
vrl,0,49267,1071,Tomato pseudo-curly top virus,,,,,,,
vrl,0,49891,4835,Pirital virus,,,,,,,
vrl,0,49892,5090,Lapine rotavirus,,,,,,,
vrl,0,50292,8445,Simian cytomegalovirus,,,,,,,
vrl,0,50294,42688,Psittacid herpesvirus 1,,,,,,,
vrl,0,50817,6742,Broad bean wilt virus 1,,,,,,,
vrl,0,51033,2229,Human papillomavirus type 73,,,,,,,
vrl,0,51034,2618,Sida golden mosaic virus,,,,,,,
vrl,0,51313,57222,Helicoverpa armigera NPV,,,,,,,
vrl,0,51330,10811,Cucurbit yellow stunting disorder virus,,,,,,,
vrl,0,51336,1540,Cabbage leaf curl virus,,,,,,,
vrl,0,51354,10522,Maize chlorotic dwarf virus,,,,,,,
vrl,0,51374,1153,Paramecium bursaria Chlorella virus SC1A,,,,,,,
vrl,0,51677,54927,Xestia c-nigrum granulovirus,,,,,,,
vrl,0,52274,2101,Saguaro cactus virus,,,,,,,
vrl,0,52276,3046,Snow Mountain virus,,,,,,,
vrl,0,52280,3089,Chilli veinal mottle virus,,,,,,,
vrl,0,52996,5950,Dioscorea bacilliform virus,,,,,,,
vrl,0,53010,3074,Cotton leaf curl virus,,,,,,,
vrl,0,53179,6845,Porcine rubulavirus,,,,,,,
vrl,0,53181,4658,Hibiscus chlorotic ringspot virus,,,,,,,
vrl,0,53182,19896,Feline foamy virus,,,,,,,
vrl,0,53258,55799,Variola minor virus,,,,,,,
vrl,0,53260,7491,Papaya leaf curl virus,,,,,,,
vrl,0,53988,11471,Microplitis demolitor bracovirus,,,,,,,
vrl,0,54289,5525,Vicia cryptic virus,,,,,,,
vrl,0,54290,108622,GB virus C,,,,,,,
vrl,0,54315,15699,Bovine viral diarrhea virus 2,,,,,,,
vrl,0,55096,3378,Ippy virus,,,,,,,
vrl,0,55097,3382,Mobala virus,,,,,,,
vrl,0,55216,2544,Tomato yellow vein streak virus,,,,,,,
vrl,0,55951,5714,Grapevine leafroll-associated virus 3,,,,,,,
vrl,0,55987,41825,Infectious salmon anemia virus,,,,,,,
vrl,0,56095,1016,Striped bass reovirus,,,,,,,
vrl,0,56486,2842,Elm mottle virus,,,,,,,
vrl,0,56820,1542,Chipmunk parvovirus,,,,,,,
vrl,0,56879,2269,Oat blue dwarf virus,,,,,,,
vrl,0,56947,9907,Choristoneura fumiferana granulovirus,,,,,,,
vrl,0,56948,3896,Border disease virus - X818,,,,,,,
vrl,0,57119,1934,Bean yellow dwarf virus,,,,,,,
vrl,0,57482,5255,European bat lyssavirus 1,,,,,,,
vrl,0,57483,4954,European bat lyssavirus 2,,,,,,,
vrl,0,57579,1359,Adeno-associated virus - 4,,,,,,,
vrl,0,57667,109697,Simian-Human immunodeficiency virus,,,,,,,
vrl,0,58535,3416,Deer tick virus,,,,,,,
vrl,0,59300,12420,Getah virus,,,,,,,
vrl,0,59302,1242,Ndumu virus,,,,,,,
vrl,0,59303,6826,Sagiyama virus,,,,,,,
vrl,0,59304,1266,Una virus,,,,,,,
vrl,0,59305,1249,Bebaru virus,,,,,,,
vrl,0,59376,39620,Ecotropis obliqua NPV,,,,,,,
vrl,0,59380,4980,Rice yellow stunt virus,,,,,,,
vrl,0,59504,4361,Petunia vein clearing virus,,,,,,,
vrl,0,59509,57775,Lumpy skin disease virus,,,,,,,
vrl,0,59563,3425,Ilheus virus,,,,,,,
vrl,0,59749,2448,Maize rayado fino virus,,,,,,,
vrl,0,59816,2926,Yellowtail ascites virus,,,,,,,
vrl,0,60135,1568,Cano Delgadito virus,,,,,,,
vrl,0,60456,10425,Iris yellow spot virus,,,,,,,
vrl,0,60714,1410,Galinsoga mosaic virus,,,,,,,
vrl,0,60869,3898,Bovine viral diarrhea virus 2-C413,,,,,,,
vrl,0,61172,1645,Laguna Negra virus,,,,,,,
vrl,0,61431,2579,Avian reovirus strain 1733,,,,,,,
vrl,0,61673,38250,Porcine endogenous retrovirus,,,,,,,
vrl,0,62059,6743,Shallot yellow stripe virus,,,,,,,
vrl,0,62099,1317,Anomala cuprea entomopoxvirus,,,,,,,
vrl,0,62352,9775,Eyach virus,,,,,,,
vrl,0,63330,7997,Hendra virus,,,,,,,
vrl,0,63421,15635,Swine hepatitis E virus,,,,,,,
vrl,0,63443,1044,Peanut yellow spot virus,,,,,,,
vrl,0,63723,1668,South African cassava mosaic virus,,,,,,,
vrl,0,64003,18300,Grapevine leafroll-associated virus 2,,,,,,,
vrl,0,64141,4454,Porcine enterovirus 9,,,,,,,
vrl,0,64279,1760,Drosophila C virus,,,,,,,
vrl,0,64280,3372,Apoi virus,,,,,,,
vrl,0,64283,6824,Entebbe bat virus,,,,,,,
vrl,0,64285,3380,Rio Bravo virus,,,,,,,
vrl,0,64286,6870,Usutu virus,,,,,,,
vrl,0,64287,10251,Karshi virus,,,,,,,
vrl,0,64288,3418,Royal Farm virus,,,,,,,
vrl,0,64290,3427,Bagaza virus,,,,,,,
vrl,0,64294,3426,Yokose virus,,,,,,,
vrl,0,64300,3375,Modoc virus,,,,,,,
vrl,0,64304,3430,Bussuquara virus,,,,,,,
vrl,0,64307,3417,Gadgets Gully virus,,,,,,,
vrl,0,64308,3417,Iguape virus,,,,,,,
vrl,0,64310,3405,Kadam virus,,,,,,,
vrl,0,64311,3409,Kedougou virus,,,,,,,
vrl,0,64312,3375,Montana myotis leukoencephalitis virus,,,,,,,
vrl,0,64315,3426,Rocio virus,,,,,,,
vrl,0,64320,3420,Zika virus,,,,,,,
vrl,0,64461,2789,Walleye epidermal hyperplasia virus 2,,,,,,,
vrl,0,64462,2758,Walleye epidermal hyperplasia virus 1,,,,,,,
vrl,0,64698,1812,Plautia stali intestine virus,,,,,,,
vrl,0,64958,6126,Parietaria mottle virus,,,,,,,
vrl,0,65068,2151,Peach rosette mosaic virus,,,,,,,
vrl,0,65072,2323,Porcine enterovirus 8,,,,,,,
vrl,0,65405,1132,Recombinant PIV3/PIV1 virus,,,,,,,
vrl,0,65424,7038,Red sea bream iridovirus,,,,,,,
vrl,0,65467,9271,Cherry green ring mottle virus,,,,,,,
vrl,0,65743,3722,Blackcurrant reversion virus,,,,,,,
vrl,0,66200,3017,Carrot red leaf virus,,,,,,,
vrl,0,66261,2456,Common chimpanzee papillomavirus 1,,,,,,,
vrl,0,66266,15980,Rice grassy stunt virus,,,,,,,
vrl,0,66295,13650,Fowl adenovirus 8,,,,,,,
vrl,0,66366,2417,Tomato yellow leaf curl virus - Israel,,,,,,,
vrl,0,66834,2818,Rhopalosiphum padi virus,,,,,,,
vrl,0,67603,1106,Equine adenovirus 2,,,,,,,
vrl,0,67754,9599,Tomato chlorosis virus,,,,,,,
vrl,0,67761,1911,Cowpea mild mottle virus,,,,,,,
vrl,0,67762,6088,Tobacco leaf curl virus,,,,,,,
vrl,0,67962,2054,Carrot red leaf luteovirus associated RNA,,,,,,,
vrl,0,68416,3586,Woolly monkey hepatitis B Virus,,,,,,,
vrl,0,68558,1361,Adeno-associated virus 6,,,,,,,
vrl,0,68742,1362,Adeno-associated virus 3B,,,,,,,
vrl,0,68876,1934,Kashmir bee virus,,,,,,,
vrl,0,68887,145584,Torque teno virus,,,,,,,
vrl,0,69151,23613,Canine adenovirus type 1,,,,,,,
vrl,0,69152,13255,Canine adenovirus type 2,,,,,,,
vrl,0,69156,1406,Murine cytomegalovirus,,,,,,,
vrl,0,69159,6582,Human coxsackievirus A16,,,,,,,
vrl,0,69244,1139,Hu39694 virus,,,,,,,
vrl,0,69245,1568,Lechiguanas virus,,,,,,,
vrl,0,69247,1568,Oran virus,,,,,,,
vrl,0,69256,40247,Rhesus monkey rhadinovirus H26-95,,,,,,,
vrl,0,69263,1748,Cowpea golden mosaic virus,,,,,,,
vrl,0,69294,2282,Blue River virus,,,,,,,
vrl,0,69576,1850,Ovine enzootic nasal tumour virus,,,,,,,
vrl,0,69577,4046,Banana streak virus,,,,,,,
vrl,0,69598,2293,Porcine encephalomyocarditis virus,,,,,,,
vrl,0,69984,2353,Human papillomavirus type 75,,,,,,,
vrl,0,69985,2362,Human papillomavirus type 76,,,,,,,
vrl,0,69986,2362,Human papillomavirus type 77,,,,,,,
vrl,0,69987,2565,Human papillomavirus type 80,,,,,,,
vrl,0,70149,15911,Measles virus strain Edmonston-Zagreb,,,,,,,
vrl,0,70159,11930,Tomato bushy stunt virus,,,,,,,
vrl,0,70170,3897,Green turtle herpesvirus,,,,,,,
vrl,0,70297,1096,Swine norovirus,,,,,,,
vrl,0,70333,10463,Bovine adenovirus 4,,,,,,,
vrl,0,70540,7854,Porcine endogenous type C retrovirus,,,,,,,
vrl,0,70564,6959,Hawaiian green turtle herpesvirus,,,,,,,
vrl,0,70566,59877,Akabane virus,,,,,,,
vrl,0,70600,39657,Epiphyas postvittana NPV,,,,,,,
vrl,0,70733,48467,Tick-borne encephalitis virus,,,,,,,
vrl,0,70794,2132,Ovine astrovirus,,,,,,,
vrl,0,70795,1561,Porcine astrovirus,,,,,,,
vrl,0,70796,6405,Avian encephalomyelitis virus,,,,,,,
vrl,0,70822,2867,Okra mosaic virus,,,,,,,
vrl,0,70823,2698,Dulcamara mottle virus,,,,,,,
vrl,0,70865,1102,Murine rotavirus EDIM,,,,,,,
vrl,0,71030,2709,Chayote mosaic virus,,,,,,,
vrl,0,71031,1104,Rotavirus G8,,,,,,,
vrl,0,71186,2817,Tomato leaf curl Sinaloa virus,,,,,,,
vrl,0,71972,5152,Beet virus Q,,,,,,,
vrl,0,72003,3295,Diatraea saccharalis densovirus,,,,,,,
vrl,0,72132,23003,Human rotavirus G1,,,,,,,
vrl,0,72149,9733,Aichi virus,,,,,,,
vrl,0,72150,46185,Duck enteritis virus,,,,,,,
vrl,0,72197,2584,Human erythrovirus V9,,,,,,,
vrl,0,72204,4918,Cucumber yellow stunting disorder virus,,,,,,,
vrl,0,72539,3284,Physalis mottle virus,,,,,,,
vrl,0,72683,1134,Seoulvirus HB55,,,,,,,
vrl,0,72684,5280,Seoulvirus L99,,,,,,,
vrl,0,72750,4926,Beet pseudo-yellows virus,,,,,,,
vrl,0,73011,1136,Hantaan virus A9,,,,,,,
vrl,0,73034,32540,Human rotavirus G2,,,,,,,
vrl,0,73036,42513,Human rotavirus G3,,,,,,,
vrl,0,73147,2279,Oat sterile dwarf virus,,,,,,,
vrl,0,73149,2936,Patchouli mild mosaic virus,,,,,,,
vrl,0,73473,20973,Apple chlorotic leaf spot virus,,,,,,,
vrl,0,73482,24025,Foot-and-mouth disease virus,,,,,,,
vrl,0,73487,35617,Porcine parvovirus,,,,,,,
vrl,0,73495,148780,Orf virus,,,,,,,
vrl,0,73497,1673,Sphaeropsis sapinea RNA virus 1,,,,,,,
vrl,0,73498,1616,Sphaeropsis sapinea RNA virus 2,,,,,,,
vrl,0,73561,7516,Citrus psorosis virus,,,,,,,
vrl,0,74320,2173,Buzura suppressaria NPV,,,,,,,
vrl,0,74492,13404,Tranosema rostrales ichnovirus,,,,,,,
vrl,0,74501,6023,Bovine torovirus,,,,,,,
vrl,0,74561,6553,Human coxsackievirus B6,,,,,,,
vrl,0,74660,39991,Choristoneura fumiferana DEF MNPV,,,,,,,
vrl,0,75325,2916,Orf virus strain D1701,,,,,,,
vrl,0,75746,13242,Wheat yellow mosaic virus,,,,,,,
vrl,0,75747,1192,Fusarium poae virus 1,,,,,,,
vrl,0,75888,1448,Baboon orthoreovirus,,,,,,,
vrl,0,75912,1352,Chlorella virus K2,,,,,,,
vrl,0,75914,1651,Sclerophthora macrospora virus B,,,,,,,
vrl,0,75986,1820,Mus dunni endogenous virus,,,,,,,
vrl,0,76146,2150,Gloxinia tospovirus,,,,,,,
vrl,0,76343,4383,Beet soil-borne mosaic virus,,,,,,,
vrl,0,76344,10634,Murine hepatitis virus strain 2,,,,,,,
vrl,0,76875,20496,Broad bean wilt virus 2,,,,,,,
vrl,0,77153,9502,Muscovy duck reovirus,,,,,,,
vrl,0,77204,6779,Chuzan virus,,,,,,,
vrl,0,77344,2438,Japanese iris necrotic ring virus,,,,,,,
vrl,0,77698,9196,Fiji disease virus,,,,,,,
vrl,0,77763,17150,Banna virus,,,,,,,
vrl,0,77813,1436,Merremia mosaic virus,,,,,,,
vrl,0,77856,15142,Beak and feather disease virus,,,,,,,
vrl,0,78219,2414,Mamestra brassicae MNPV,,,,,,,
vrl,0,78276,9808,Crucifer tobamovirus,,,,,,,
vrl,0,78540,5242,Sleeping disease virus,,,,,,,
vrl,0,79600,7897,Marine birnavirus,,,,,,,
vrl,0,79691,2431,Human papillomavirus RTRX7,,,,,,,
vrl,0,79699,1915,Ovine respiratory syncytial virus,,,,,,,
vrl,0,79700,64085,Rat cytomegalovirus Maastricht,,,,,,,
vrl,0,79732,9319,Human rotavirus,,,,,,,
vrl,0,79889,38956,Bovine herpesvirus type 1.1,,,,,,,
vrl,0,79891,1858,Cervid herpesvirus 1,,,,,,,
vrl,0,79899,3762,Igbo Ora virus,,,,,,,
vrl,0,79917,6264,Japanese yam mosaic virus,,,,,,,
vrl,0,79918,4312,Broad bean necrosis virus,,,,,,,
vrl,0,80267,3923,Regina ranavirus,,,,,,,
vrl,0,80366,44588,Rachiplusia ou MNPV,,,,,,,
vrl,0,80935,7511,Cache Valley virus,,,,,,,
vrl,0,80940,1775,Lumbo virus,,,,,,,
vrl,0,80941,1737,Guaroa virus,,,,,,,
vrl,0,80942,8183,Batai virus,,,,,,,
vrl,0,81583,3556,Himetobi P virus,,,,,,,
vrl,0,81832,2842,Rupestris stem pitting associated virus-1,,,,,,,
vrl,0,81931,16192,Sweet potato chlorotic stunt virus,,,,,,,
vrl,0,82300,2672,Adeno-associated virus - 5,,,,,,,
vrl,0,82470,3899,Bovine viral diarrhea virus strain Oregon C24V,,,,,,,
vrl,0,82639,8752,Human coxsackievirus B2,,,,,,,
vrl,0,82658,2509,Lordsdale virus,,,,,,,
vrl,0,82659,2609,Sapporo virus-Manchester,,,,,,,
vrl,0,82664,2702,VESV-like calicivirus,,,,,,,
vrl,0,82676,2875,Phocoena spinipinnis papillomavirus,,,,,,,
vrl,0,83190,5607,Cryphonectria parasitica hypovirulence associated virus,,,,,,,
vrl,0,83191,72157,Melanoplus sanguinipes entomopoxvirus,,,,,,,
vrl,0,83192,1577,Topografov virus,,,,,,,
vrl,0,83440,3214,Macropodid herpesvirus 2,,,,,,,
vrl,0,83534,35708,Macaca mulatta rhadinovirus 17577,,,,,,,
vrl,0,83544,9479,Chinese wheat mosaic virus,,,,,,,
vrl,0,83810,2012,Thosea asigna virus,,,,,,,
vrl,0,83839,1705,Pepper leaf curl virus,,,,,,,
vrl,0,83871,1701,Chrysanthemum stem necrosis virus,,,,,,,
vrl,0,83872,1701,Zucchini lethal chlorosis virus,,,,,,,
